737935.440966898110,-0.812500,0.718750,0.281250
737935.440967129660,-0.531250,-0.125000,0.687500
737935.440967361093,-0.593750,0.031250,0.750000
737935.440967592644,-0.500000,0.125000,0.718750
737935.440967824077,-0.468750,0.125000,0.812500
737935.440968055511,-0.468750,0.125000,0.875000
737935.440968287061,-0.375000,0.062500,0.937500
737935.440968518495,-0.500000,0.031250,1.125000
737935.440968750045,-0.406250,0.000000,1.156250
737935.440968981478,-0.250000,0.031250,1.093750
737935.440969212912,-0.312500,-0.031250,1.062500
737935.440969444462,-0.312500,-0.031250,0.937500
737935.440969675896,-0.281250,0.000000,0.781250
737935.440969907446,0.093750,0.062500,0.625000
737935.440970138879,-0.312500,0.218750,0.937500
737935.440970370313,-0.250000,0.375000,0.875000
737935.440970601863,-0.250000,0.562500,0.718750
737935.440970833297,-0.406250,0.468750,0.562500
737935.440971064847,-0.312500,0.343750,0.531250
737935.440971296281,-0.531250,0.375000,0.687500
737935.440971527831,-0.406250,0.562500,0.812500
737935.440971759264,-0.343750,0.625000,0.562500
737935.440971990698,-0.343750,0.593750,0.343750
737935.440972222248,-0.218750,0.500000,0.250000
737935.440972453682,-0.093750,0.562500,0.375000
737935.440972685232,0.062500,0.562500,0.562500
737935.440972916665,0.468750,0.906250,0.812500
737935.440973148099,0.343750,0.312500,0.593750
737935.440973379649,-0.406250,0.781250,-1.500000
737935.440973611083,-0.468750,0.500000,-1.062500
737935.440973842633,-0.468750,0.718750,-1.250000
737935.440974074067,-1.812500,0.718750,-0.937500
737935.440974305617,-0.406250,0.687500,-0.937500
737935.440974537050,0.031250,1.062500,-0.093750
737935.440974768484,-0.500000,0.625000,-0.281250
737935.440975000034,-0.656250,0.437500,-0.281250
737935.440975231468,-0.562500,0.500000,-0.406250
737935.440975463018,-0.156250,-0.031250,-0.687500
737935.440975694451,-0.093750,-0.062500,-0.750000
737935.440975925885,-0.218750,0.062500,-0.781250
737935.440976157435,-0.281250,0.281250,-0.875000
737935.440976388869,-0.437500,0.468750,-0.968750
737935.440976620419,-0.593750,0.750000,-0.812500
737935.440976851853,-0.375000,0.625000,-0.625000
737935.440977083286,-0.343750,0.593750,-0.625000
737935.440977314836,-0.500000,0.812500,-0.562500
737935.440977546270,-0.531250,0.875000,-0.468750
737935.440977777820,-0.531250,0.906250,-0.562500
737935.440978009254,-0.531250,0.812500,-0.656250
737935.440978240687,-0.500000,0.687500,-0.687500
737935.440978472237,-0.468750,0.593750,-0.750000
737935.440978703671,-0.468750,0.531250,-0.812500
737935.440978935221,-0.437500,0.562500,-0.875000
737935.440979166655,-0.437500,0.625000,-0.906250
737935.440979398089,-0.375000,0.625000,-0.906250
737935.440979629639,-0.343750,0.562500,-0.906250
737935.440979861072,-0.375000,0.625000,-0.875000
737935.440980092622,-0.406250,0.718750,-0.937500
737935.440980324056,-0.312500,0.718750,-0.968750
737935.440980555606,-0.312500,0.656250,-1.031250
737935.440980787040,-0.250000,0.562500,-1.000000
737935.440981018473,-0.250000,0.500000,-0.937500
737935.440981250023,-0.281250,0.531250,-0.875000
737935.440981481457,-0.312500,0.531250,-0.843750
737935.440981713007,-0.250000,0.468750,-0.843750
737935.440981944441,-0.187500,0.375000,-0.937500
737935.440982175991,-0.187500,0.406250,-0.937500
737935.440982407425,-0.250000,0.468750,-0.937500
737935.440982638858,-0.281250,0.562500,-0.906250
737935.440982870408,-0.375000,0.625000,-0.937500
737935.440983101842,-0.375000,0.625000,-0.906250
737935.440983333392,-0.375000,0.593750,-0.812500
737935.440983564826,-0.343750,0.500000,-0.750000
737935.440983796259,-0.375000,0.437500,-0.750000
737935.440984027809,-0.406250,0.468750,-0.718750
